"","Species","427","478","546","608","659","724","831","908"
"136","OPS",2.0400829090418,2.50333576301073,5.08742411255518,4.55100286485695,4.148256538277,19.6297864029825,33.7019312912334,36.0969952434813
"137","OPS",1.96732113103675,2.42397961047282,4.60952760756932,4.44241962937255,4.29757518731851,16.0888986013783,26.9174197168036,29.5245580337574
"138","OPS",1.65211240119734,1.94640358255609,4.83941815765993,3.42010637468332,2.4677701075219,22.626058947322,44.6306763982138,44.8679984022734
"139","OPS",2.62216893010607,3.18813133338998,7.95788914542889,5.84591422259285,4.27219009255468,33.318586489617,59.6254375043885,59.830682474276
"140","OPS",1.8409503638291,2.22556645379518,5.67601234924637,4.12142059563025,2.98042000296067,24.8355925728992,46.4487409057598,46.7130186131305
"141","OPS",3.76787907751247,4.53901947559218,8.96840737477086,7.83926898407195,6.80187674761718,27.5202249893404,43.6254680376838,45.5459835167108
"142","OPS",3.34262514691024,3.91215792850362,8.48536057488273,6.87658070512112,5.64714256894622,30.6244105463101,51.4427148632532,52.387861802944
"143","OPS",2.25911151030758,2.70748887015634,7.93825110251722,5.67422575474928,3.7513984534425,32.1685546403182,54.8097268587109,55.4535850828132
"144","OPS",2.25155339665079,2.5466977155722,6.57740969563636,4.71198805260326,3.30706017670345,27.8677049044768,49.1743671791748,50.0390771037745
"145","OPS",2.21636302806805,2.59541505764841,7.37895664657253,5.25611950398761,3.5432441673508,31.2023936547324,53.4681714240514,54.3841292565101
"146","OPS",2.78836432237678,3.24949848162459,8.2662791905588,6.09360207431714,4.37148049348136,31.8779527090494,52.9814478898339,54.1519117591698
"147","OPS",2.4508288498127,2.93468087688333,7.51718529134092,5.62035709801005,4.18047013791822,28.4572135390901,47.6522651337243,49.1100833020788
"148","OPS",1.72908266198757,1.93495183211871,5.17846864329894,3.51691659360952,2.37347603589556,21.3393701587369,37.399510317766,38.0484703323749
"149","OPS",1.90090575482741,2.36135155240792,6.32753488890203,4.53303575480457,3.0112797057973,26.5872477115033,47.3968859035792,48.6636812488666
